CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,ClusterSegment
13544,38,2,276.06,3,2,1,321,Potential Loyalists,General Customers
13546,11,3,621.09,4,3,2,432,Potential Loyalists,General Customers
13548,95,2,678.16,2,2,3,223,Lost Customers,General Customers
13549,24,7,918.2,3,4,3,343,Champions,General Customers
13551,318,1,91.80000000000001,1,1,1,111,Lost Customers,General Customers
13552,65,12,3740.07,2,4,4,244,Loyal Customers,General Customers
13555,72,4,4098.88,2,3,4,234,Loyal Customers,General Customers
13557,27,2,584.06,3,2,2,322,Potential Loyalists,General Customers
13558,4,4,594.52,4,3,2,432,Potential Loyalists,General Customers
13560,6,1,171.42000000000002,4,1,1,411,Lost Customers,General Customers
13561,214,1,141.85999999999999,1,1,1,111,Lost Customers,General Customers
13562,80,3,1799.33,2,3,4,234,Loyal Customers,General Customers
13563,83,2,777.53,2,2,3,223,Lost Customers,General Customers
13564,143,3,1724.67,1,3,4,134,At Risk,General Customers
13565,18,2,240.22,3,2,1,321,Potential Loyalists,General Customers
13566,39,2,856.84,3,2,3,323,Potential Loyalists,General Customers
13568,172,1,187.05,1,1,1,111,Lost Customers,General Customers
13569,16,2,338.62,4,2,2,422,Potential Loyalists,General Customers
13570,242,1,239.49,1,1,1,111,Lost Customers,General Customers
13571,11,12,2088.94,4,4,4,444,Champions,General Customers
13572,204,1,1384.25,1,1,3,113,Lost Customers,General Customers
13573,49,2,290.25,3,2,1,321,Potential Loyalists,General Customers
13575,22,5,732.0699999999999,3,4,3,343,Champions,General Customers
13576,9,18,6717.34,4,4,4,444,Champions,Champions
13577,24,4,1687.6000000000001,3,3,4,334,Champions,General Customers
13579,13,2,467.04,4,2,2,422,Potential Loyalists,General Customers
13581,308,1,118.0,1,1,1,111,Lost Customers,General Customers
13583,154,1,781.03,1,1,3,113,Lost Customers,General Customers
13584,305,1,142.4,1,1,1,111,Lost Customers,General Customers
13587,62,1,712.4,2,1,3,213,Lost Customers,General Customers
13588,14,9,2478.95,4,4,4,444,Champions,General Customers
13589,13,2,379.65,4,2,2,422,Potential Loyalists,General Customers
13590,10,6,1981.92,4,4,4,444,Champions,General Customers
13591,63,3,1117.13,2,3,3,233,Loyal Customers,General Customers
13592,34,4,247.95999999999998,3,3,1,331,Potential Loyalists,General Customers
13593,107,5,2011.88,2,4,4,244,Loyal Customers,General Customers
13594,51,1,396.97,2,1,2,212,Lost Customers,General Customers
13596,4,2,664.11,4,2,2,422,Potential Loyalists,General Customers
13598,46,1,160.04,3,1,1,311,Lost Customers,General Customers
13599,0,21,5149.92,4,4,4,444,Champions,Champions
13600,311,1,219.52,1,1,1,111,Lost Customers,General Customers
13601,44,2,693.32,3,2,3,323,Potential Loyalists,General Customers
13602,63,1,428.89,2,1,2,212,Lost Customers,General Customers
13603,25,1,164.34,3,1,1,311,Lost Customers,General Customers
13606,28,3,276.75,3,3,1,331,Potential Loyalists,General Customers
13607,39,1,675.51,3,1,3,313,Lost Customers,General Customers
13610,11,7,1082.33,4,4,3,443,Champions,General Customers
13611,88,3,1154.4,2,3,3,233,Loyal Customers,General Customers
13614,23,4,1585.46,3,3,3,333,Champions,General Customers
13615,317,1,417.69,1,1,2,112,Lost Customers,General Customers
13617,39,3,544.18,3,3,2,332,Potential Loyalists,General Customers
13618,172,1,177.34,1,1,1,111,Lost Customers,General Customers
13621,115,1,213.85,2,1,1,211,Lost Customers,General Customers
13623,29,5,727.74,3,4,3,343,Champions,General Customers
13626,251,1,257.23,1,1,1,111,Lost Customers,General Customers
13627,58,5,1638.47,2,4,3,243,Loyal Customers,General Customers
13629,22,11,7792.36,3,4,4,344,Champions,Champions
13630,4,7,2031.78,4,4,4,444,Champions,General Customers
13631,98,11,3070.42,2,4,4,244,Loyal Customers,General Customers
13632,23,5,2118.93,3,4,4,344,Champions,General Customers
13634,32,5,1547.3600000000001,3,4,3,343,Champions,General Customers
13635,66,1,1071.03,2,1,3,213,Lost Customers,General Customers
13636,35,5,949.12,3,4,3,343,Champions,General Customers
13637,51,3,804.3,2,3,3,233,Loyal Customers,General Customers
13638,14,1,122.64,4,1,1,411,Lost Customers,General Customers
13639,73,1,1033.34,2,1,3,213,Lost Customers,General Customers
13642,214,1,312.28,1,1,2,112,Lost Customers,General Customers
13643,30,3,519.44,3,3,2,332,Potential Loyalists,General Customers
13644,15,4,2624.26,4,3,4,434,Champions,General Customers
13645,119,1,252.1,2,1,1,211,Lost Customers,General Customers
13647,8,4,1648.1200000000001,4,3,3,433,Champions,General Customers
13649,255,2,346.6,1,2,2,122,At Risk,General Customers
13650,15,6,1836.34,4,4,4,444,Champions,General Customers
13651,34,2,94.2,3,2,1,321,Potential Loyalists,General Customers
13652,44,3,1095.08,3,3,3,333,Champions,General Customers
13654,42,6,2707.33,3,4,4,344,Champions,General Customers
13655,113,2,932.97,2,2,3,223,Lost Customers,General Customers
13656,163,2,379.65,1,2,2,122,At Risk,General Customers
13657,9,2,382.14,4,2,2,422,Potential Loyalists,General Customers
13658,8,5,2639.17,4,4,4,444,Champions,General Customers
13659,204,2,1563.0,1,2,3,123,At Risk,General Customers
13662,84,3,881.26,2,3,3,233,Loyal Customers,General Customers
13663,178,1,189.47,1,1,1,111,Lost Customers,General Customers
13666,59,3,84.65,2,3,1,231,Lost Customers,General Customers
13667,148,1,299.05,1,1,1,111,Lost Customers,General Customers
13668,1,21,6309.83,4,4,4,444,Champions,Champions
13669,49,2,218.55,3,2,1,321,Potential Loyalists,General Customers
13670,74,1,349.7,2,1,2,212,Lost Customers,General Customers
13672,300,2,186.39000000000001,1,2,1,121,At Risk,General Customers
13673,17,2,387.44,3,2,2,322,Potential Loyalists,General Customers
13675,150,2,486.82000000000005,1,2,2,122,At Risk,General Customers
13678,150,1,232.6,1,1,1,111,Lost Customers,General Customers
13680,0,4,3719.12,4,3,4,434,Champions,General Customers
13681,16,4,827.83,4,3,3,433,Champions,General Customers
13682,186,1,59.5,1,1,1,111,Lost Customers,General Customers
13684,284,1,65.13,1,1,1,111,Lost Customers,General Customers
13685,1,7,3119.44,4,4,4,444,Champions,General Customers
13686,181,1,72.0,1,1,1,111,Lost Customers,General Customers
13689,62,1,910.0,2,1,3,213,Lost Customers,General Customers
13690,58,1,172.25,2,1,1,211,Lost Customers,General Customers
13692,23,3,1488.32,3,3,3,333,Champions,General Customers
13694,2,50,65039.62,4,4,4,444,Champions,Champions
13695,30,15,2504.13,3,4,4,344,Champions,Champions
13697,37,1,151.29999999999998,3,1,1,311,Lost Customers,General Customers
13699,154,1,308.58000000000004,1,1,2,112,Lost Customers,General Customers
13700,25,10,2248.63,3,4,4,344,Champions,General Customers
13703,317,1,99.5,1,1,1,111,Lost Customers,General Customers
13704,4,9,2308.06,4,4,4,444,Champions,General Customers
13705,6,3,711.86,4,3,3,433,Champions,General Customers
13706,301,1,330.79,1,1,2,112,Lost Customers,General Customers
13707,266,2,806.41,1,2,3,123,At Risk,General Customers
13708,270,1,285.33,1,1,1,111,Lost Customers,General Customers
13709,2,13,6307.650000000001,4,4,4,444,Champions,Champions
13710,30,1,180.48,3,1,1,311,Lost Customers,General Customers
13711,217,2,252.06,1,2,1,121,At Risk,General Customers
13712,245,1,228.84,1,1,1,111,Lost Customers,General Customers
13715,280,5,1077.39,1,4,3,143,At Risk,General Customers
13716,268,1,138.28,1,1,1,111,Lost Customers,General Customers
13717,31,6,1445.01,3,4,3,343,Champions,General Customers
13718,245,2,306.55,1,2,2,122,At Risk,General Customers
13719,14,5,1041.68,4,4,3,443,Champions,General Customers
13720,115,4,799.9,2,3,3,233,Loyal Customers,General Customers
13721,35,1,524.14,3,1,2,312,Lost Customers,General Customers
13722,130,3,2375.41,2,3,4,234,Loyal Customers,General Customers
13723,216,1,199.85000000000002,1,1,1,111,Lost Customers,General Customers
13725,48,8,1980.56,3,4,4,344,Champions,General Customers
13726,37,2,1079.6599999999999,3,2,3,323,Potential Loyalists,General Customers
13727,27,2,333.48,3,2,2,322,Potential Loyalists,General Customers
13728,35,6,1016.14,3,4,3,343,Champions,General Customers
13730,134,2,752.6,2,2,3,223,Lost Customers,General Customers
13731,218,2,610.59,1,2,2,122,At Risk,General Customers
13732,27,1,491.86,3,1,2,312,Lost Customers,General Customers
13735,23,4,2883.54,3,3,4,334,Champions,General Customers
13736,4,2,729.8,4,2,3,423,Potential Loyalists,General Customers
13737,199,1,339.59999999999997,1,1,2,112,Lost Customers,General Customers
13739,17,1,216.9,3,1,1,311,Lost Customers,General Customers
13740,239,1,350.75,1,1,2,112,Lost Customers,General Customers
13741,70,3,668.4300000000001,2,3,2,232,Lost Customers,General Customers
13742,15,12,3107.87,4,4,4,444,Champions,General Customers
13743,1,7,1341.6,4,4,3,443,Champions,General Customers
13744,94,2,1080.52,2,2,3,223,Lost Customers,General Customers
13745,161,1,300.04,1,1,1,111,Lost Customers,General Customers
13747,372,1,79.6,1,1,1,111,Lost Customers,General Customers
13748,94,5,948.25,2,4,3,243,Loyal Customers,General Customers
13750,52,5,1647.26,2,4,3,243,Loyal Customers,General Customers
13751,287,1,296.25,1,1,1,111,Lost Customers,General Customers
13752,123,6,1175.38,2,4,3,243,Loyal Customers,General Customers
13753,286,1,741.26,1,1,3,113,Lost Customers,General Customers
13754,150,2,282.59999999999997,1,2,1,121,At Risk,General Customers
13755,2,9,2108.06,4,4,4,444,Champions,General Customers
13756,1,14,5189.52,4,4,4,444,Champions,Champions
13758,10,7,3190.55,4,4,4,444,Champions,General Customers
13759,32,2,659.4100000000001,3,2,2,322,Potential Loyalists,General Customers
13760,53,2,286.79,2,2,1,221,Lost Customers,General Customers
13761,49,2,1070.65,3,2,3,323,Potential Loyalists,General Customers
13762,217,1,306.72,1,1,2,112,Lost Customers,General Customers
13763,62,1,1714.96,2,1,4,214,Lost Customers,General Customers
13764,69,3,1519.42,2,3,3,233,Loyal Customers,General Customers
13767,1,37,17220.36,4,4,4,444,Champions,Champions
13769,1,10,2796.51,4,4,4,444,Champions,General Customers
13771,63,4,2634.45,2,3,4,234,Loyal Customers,General Customers
13772,32,3,1122.63,3,3,3,333,Champions,General Customers
13774,80,1,345.0,2,1,2,212,Lost Customers,General Customers
13777,-1,33,25977.16,4,4,4,444,Champions,Champions
13778,102,1,178.7,2,1,1,211,Lost Customers,General Customers
13780,6,2,360.01,4,2,2,422,Potential Loyalists,General Customers
13781,249,1,127.84,1,1,1,111,Lost Customers,General Customers
13782,11,6,908.86,4,4,3,443,Champions,General Customers
13784,8,11,2462.79,4,4,4,444,Champions,General Customers
13786,366,1,230.39999999999998,1,1,1,111,Lost Customers,General Customers
13787,74,2,309.04,2,2,2,222,Lost Customers,General Customers
13790,3,1,348.8,4,1,2,412,Lost Customers,General Customers
13791,126,2,1516.0,2,2,3,223,Lost Customers,General Customers
13792,65,2,195.55,2,2,1,221,Lost Customers,General Customers
13798,0,57,37153.85,4,4,4,444,Champions,Champions
13799,115,2,688.86,2,2,3,223,Lost Customers,General Customers
13800,308,1,558.32,1,1,2,112,Lost Customers,General Customers
13801,65,1,324.8,2,1,2,212,Lost Customers,General Customers
13802,137,3,4599.42,2,3,4,234,Loyal Customers,General Customers
13803,254,1,277.07,1,1,1,111,Lost Customers,General Customers
13804,29,7,2588.39,3,4,4,344,Champions,General Customers
13805,51,2,924.6,2,2,3,223,Lost Customers,General Customers
13806,62,1,256.38,2,1,1,211,Lost Customers,General Customers
13807,366,1,112.6,1,1,1,111,Lost Customers,General Customers
13808,4,5,1747.66,4,4,4,444,Champions,General Customers
13809,304,1,155.05,1,1,1,111,Lost Customers,General Customers
13810,27,3,1499.01,3,3,3,333,Champions,General Customers
13811,182,3,814.5,1,3,3,133,At Risk,General Customers
13812,41,3,539.0,3,3,2,332,Potential Loyalists,General Customers
13813,38,4,1366.8600000000001,3,3,3,333,Champions,General Customers
13814,91,2,1579.12,2,2,3,223,Lost Customers,General Customers
13815,21,4,4027.36,3,3,4,334,Champions,General Customers
13816,22,2,571.6700000000001,3,2,2,322,Potential Loyalists,General Customers
13817,28,2,382.98,3,2,2,322,Potential Loyalists,General Customers
13819,300,3,1140.35,1,3,3,133,At Risk,General Customers
13821,143,2,385.64,1,2,2,122,At Risk,General Customers
13822,4,2,632.0,4,2,2,422,Potential Loyalists,General Customers
13823,17,2,957.66,3,2,3,323,Potential Loyalists,General Customers
13824,31,5,1698.94,3,4,4,344,Champions,General Customers
13826,175,1,189.5,1,1,1,111,Lost Customers,General Customers
13827,56,3,409.8,2,3,2,232,Lost Customers,General Customers
13828,21,1,209.49,3,1,1,311,Lost Customers,General Customers
13831,15,6,2198.45,4,4,4,444,Champions,General Customers
13832,18,1,52.199999999999996,3,1,1,311,Lost Customers,General Customers
13833,158,1,383.85,1,1,2,112,Lost Customers,General Customers
13835,24,4,834.57,3,3,3,333,Champions,General Customers
13837,210,2,266.59000000000003,1,2,1,121,At Risk,General Customers
13838,4,4,674.82,4,3,3,433,Champions,General Customers
13841,251,1,85.0,1,1,1,111,Lost Customers,General Customers
13842,57,9,3385.62,2,4,4,244,Loyal Customers,General Customers
13844,10,1,361.62,4,1,2,412,Lost Customers,General Customers
13845,63,1,312.98,2,1,2,212,Lost Customers,General Customers
13846,23,3,865.0600000000001,3,3,3,333,Champions,General Customers
13848,91,3,1255.0,2,3,3,233,Loyal Customers,General Customers
13849,50,2,1537.95,2,2,3,223,Lost Customers,General Customers
13850,128,1,1595.48,2,1,3,213,Lost Customers,General Customers
13851,94,3,2651.46,2,3,4,234,Loyal Customers,General Customers
13853,56,1,1090.14,2,1,3,213,Lost Customers,General Customers
13854,7,25,8109.5199999999995,4,4,4,444,Champions,Champions
13856,167,3,388.5,1,3,2,132,At Risk,General Customers
13858,56,1,216.17,2,1,1,211,Lost Customers,General Customers
13859,325,1,201.16,1,1,1,111,Lost Customers,General Customers
13860,0,5,1245.9,4,4,3,443,Champions,General Customers
13862,17,8,2209.36,3,4,4,344,Champions,General Customers
13863,246,1,305.78,1,1,1,111,Lost Customers,General Customers
13865,57,4,501.56,2,3,2,232,Lost Customers,General Customers
13866,73,1,145.67000000000002,2,1,1,211,Lost Customers,General Customers
13867,30,3,1005.09,3,3,3,333,Champions,General Customers
13868,6,2,3192.54,4,2,4,424,Potential Loyalists,General Customers
13869,122,4,3083.65,2,3,4,234,Loyal Customers,General Customers
13870,1,8,2770.94,4,4,4,444,Champions,General Customers
13871,21,13,6403.25,3,4,4,344,Champions,Champions
13873,118,3,389.6,2,3,2,232,Lost Customers,General Customers
13874,357,1,540.45,1,1,2,112,Lost Customers,General Customers
13875,52,5,1786.79,2,4,4,244,Loyal Customers,General Customers
13876,62,1,122.7,2,1,1,211,Lost Customers,General Customers
13877,85,1,117.24,2,1,1,211,Lost Customers,General Customers
13878,53,1,1271.57,2,1,3,213,Lost Customers,General Customers
13880,20,13,3219.77,3,4,4,344,Champions,General Customers
13881,2,20,17159.52,4,4,4,444,Champions,Champions
13882,1,5,1191.13,4,4,3,443,Champions,General Customers
13883,9,5,2674.48,4,4,4,444,Champions,General Customers
13884,6,5,787.6,4,4,3,443,Champions,General Customers
13885,188,2,506.8,1,2,2,122,At Risk,General Customers
13886,70,1,243.56,2,1,1,211,Lost Customers,General Customers
13887,203,1,349.55,1,1,2,112,Lost Customers,General Customers
13888,118,2,595.67,2,2,2,222,Lost Customers,General Customers
13889,91,1,416.90000000000003,2,1,2,212,Lost Customers,General Customers
13890,0,10,1883.8100000000002,4,4,4,444,Champions,General Customers
13892,25,4,632.97,3,3,2,332,Potential Loyalists,General Customers
13893,296,1,821.1,1,1,3,113,Lost Customers,General Customers
13894,22,3,564.62,3,3,2,332,Potential Loyalists,General Customers
13895,27,4,2593.07,3,3,4,334,Champions,General Customers
13897,49,1,311.16,3,1,2,312,Lost Customers,General Customers
13898,324,1,155.93,1,1,1,111,Lost Customers,General Customers
13899,15,2,388.52,4,2,2,422,Potential Loyalists,General Customers
13900,182,3,740.95,1,3,3,133,At Risk,General Customers
13901,71,5,2867.2,2,4,4,244,Loyal Customers,General Customers
13904,36,2,332.64,3,2,2,322,Potential Loyalists,General Customers
13908,78,4,2369.55,2,3,4,234,Loyal Customers,General Customers
13911,56,9,2580.91,2,4,4,244,Loyal Customers,General Customers
13914,10,2,626.45,4,2,2,422,Potential Loyalists,General Customers
13917,48,2,272.04,3,2,1,321,Potential Loyalists,General Customers
13918,48,2,1212.8400000000001,3,2,3,323,Potential Loyalists,General Customers
13919,58,2,384.81,2,2,2,222,Lost Customers,General Customers
13922,350,1,172.25,1,1,1,111,Lost Customers,General Customers
13923,52,1,351.13,2,1,2,212,Lost Customers,General Customers
13924,0,6,1838.8500000000001,4,4,4,444,Champions,General Customers
13925,91,4,678.25,2,3,3,233,Loyal Customers,General Customers
13926,22,1,223.85000000000002,3,1,1,311,Lost Customers,General Customers
13927,73,1,348.99,2,1,2,212,Lost Customers,General Customers
13928,9,4,464.57,4,3,2,432,Potential Loyalists,General Customers
13929,168,2,842.65,1,2,3,123,At Risk,General Customers
13930,56,2,337.34,2,2,2,222,Lost Customers,General Customers
13931,94,2,1237.53,2,2,3,223,Lost Customers,General Customers
13932,293,1,307.4,1,1,2,112,Lost Customers,General Customers
13933,108,2,608.7900000000001,2,2,2,222,Lost Customers,General Customers
13934,262,1,922.1,1,1,3,113,Lost Customers,General Customers
13936,178,1,376.58,1,1,2,112,Lost Customers,General Customers
13937,168,1,158.85,1,1,1,111,Lost Customers,General Customers
13938,34,1,71.66,3,1,1,311,Lost Customers,General Customers
13939,22,3,568.55,3,3,2,332,Potential Loyalists,General Customers
13940,16,4,839.14,4,3,3,433,Champions,General Customers
13941,20,5,5112.96,3,4,4,344,Champions,General Customers
13946,78,3,561.5699999999999,2,3,2,232,Lost Customers,General Customers
13947,64,1,90.6,2,1,1,211,Lost Customers,General Customers
13948,359,1,102.0,1,1,1,111,Lost Customers,General Customers
13949,1,6,2427.32,4,4,4,444,Champions,General Customers
13950,10,4,745.06,4,3,3,433,Champions,General Customers
13951,175,3,674.45,1,3,3,133,At Risk,General Customers
13952,216,2,3251.071,1,2,4,124,At Risk,General Customers
13953,6,7,3515.68,4,4,4,444,Champions,General Customers
13954,0,2,439.92,4,2,2,422,Potential Loyalists,General Customers
13955,153,2,322.96,1,2,2,122,At Risk,General Customers
13956,4,5,1019.27,4,4,3,443,Champions,General Customers
13959,78,3,594.04,2,3,2,232,Lost Customers,General Customers
13960,20,2,230.22,3,2,1,321,Potential Loyalists,General Customers
13962,20,2,169.55,3,2,1,321,Potential Loyalists,General Customers
13963,307,4,664.54,1,3,2,132,At Risk,General Customers
13967,144,1,80.7,1,1,1,111,Lost Customers,General Customers
13969,6,18,9024.17,4,4,4,444,Champions,Champions
13971,17,8,2758.26,3,4,4,344,Champions,General Customers
13972,69,2,190.25,2,2,1,221,Lost Customers,General Customers
13973,286,1,264.7,1,1,1,111,Lost Customers,General Customers
13974,48,1,413.59000000000003,3,1,2,312,Lost Customers,General Customers
13975,30,6,2461.2400000000002,3,4,4,344,Champions,General Customers
13976,205,1,357.98,1,1,2,112,Lost Customers,General Customers
13978,13,2,196.79000000000002,4,2,1,421,Potential Loyalists,General Customers
13979,72,1,869.87,2,1,3,213,Lost Customers,General Customers
13980,59,1,200.14,2,1,1,211,Lost Customers,General Customers
13982,38,4,1871.81,3,3,4,334,Champions,General Customers
13983,28,12,2603.43,3,4,4,344,Champions,General Customers
13984,25,5,920.51,3,4,3,343,Champions,General Customers
13985,3,15,7060.13,4,4,4,444,Champions,Champions
13986,16,1,320.46,4,1,2,412,Lost Customers,General Customers
13988,18,6,4147.96,3,4,4,344,Champions,General Customers
13989,64,2,1266.08,2,2,3,223,Lost Customers,General Customers
13990,212,1,311.3,1,1,2,112,Lost Customers,General Customers
13991,11,6,852.88,4,4,3,443,Champions,General Customers
13992,29,1,76.8,3,1,1,311,Lost Customers,General Customers
13993,41,9,3466.36,3,4,4,344,Champions,General Customers
13994,2,6,2274.14,4,4,4,444,Champions,General Customers
13995,14,5,1393.69,4,4,3,443,Champions,General Customers
13999,9,12,3901.81,4,4,4,444,Champions,Champions
14000,210,1,635.66,1,1,2,112,Lost Customers,General Customers
14001,44,3,2043.0800000000002,3,3,4,334,Champions,General Customers
14002,133,2,529.73,2,2,2,222,Lost Customers,General Customers
14004,42,7,4582.64,3,4,4,344,Champions,General Customers
14005,8,5,2874.72,4,4,4,444,Champions,General Customers
14006,114,3,962.19,2,3,3,233,Loyal Customers,General Customers
14009,197,2,695.61,1,2,3,123,At Risk,General Customers
14012,276,1,328.8,1,1,2,112,Lost Customers,General Customers
14013,109,3,473.02,2,3,2,232,Lost Customers,General Customers
14014,76,1,505.18,2,1,2,212,Lost Customers,General Customers
14015,51,1,917.34,2,1,3,213,Lost Customers,General Customers
14016,160,4,4341.21,1,3,4,134,At Risk,General Customers
14019,45,3,1421.61,3,3,3,333,Champions,General Customers
14020,15,2,642.8,4,2,2,422,Potential Loyalists,General Customers
14021,154,3,631.9,1,3,2,132,At Risk,General Customers
14022,224,1,440.0,1,1,2,112,Lost Customers,General Customers
14023,6,2,584.07,4,2,2,422,Potential Loyalists,General Customers
14024,120,2,327.7,2,2,2,222,Lost Customers,General Customers
14027,59,1,104.82,2,1,1,211,Lost Customers,General Customers
14029,62,2,467.66,2,2,2,222,Lost Customers,General Customers
14030,17,8,2358.84,3,4,4,344,Champions,General Customers
14031,6,19,17286.86,4,4,4,444,Champions,Champions
14032,1,11,2975.59,4,4,4,444,Champions,General Customers
14034,21,3,648.89,3,3,2,332,Potential Loyalists,General Customers
14035,27,5,1428.02,3,4,3,343,Champions,General Customers
14036,283,1,626.65,1,1,2,112,Lost Customers,General Customers
14037,175,2,147.20000000000002,1,2,1,121,At Risk,General Customers
14038,77,3,1560.38,2,3,3,233,Loyal Customers,General Customers
14039,32,1,152.2,3,1,1,311,Lost Customers,General Customers
14040,39,12,3560.32,3,4,4,344,Champions,General Customers
14041,265,1,141.41,1,1,1,111,Lost Customers,General Customers
14044,25,4,646.42,3,3,2,332,Potential Loyalists,General Customers
14045,108,4,1659.75,2,3,3,233,Loyal Customers,General Customers
14046,283,1,154.99,1,1,1,111,Lost Customers,General Customers
14047,7,5,1308.6100000000001,4,4,3,443,Champions,General Customers
14048,304,1,409.93,1,1,2,112,Lost Customers,General Customers
14049,15,4,5578.72,4,3,4,434,Champions,General Customers
14050,30,2,746.36,3,2,3,323,Potential Loyalists,General Customers
14051,-1,23,15610.390000000001,4,4,4,444,Champions,Champions
14052,18,1,225.36,3,1,1,311,Lost Customers,General Customers
14053,123,2,260.25,2,2,1,221,Lost Customers,General Customers
14054,64,1,92.46,2,1,1,211,Lost Customers,General Customers
14055,105,1,725.6400000000001,2,1,3,213,Lost Customers,General Customers
14056,0,23,8152.71,4,4,4,444,Champions,Champions
14057,22,17,6211.66,3,4,4,344,Champions,Champions
14059,265,1,183.6,1,1,1,111,Lost Customers,General Customers
14060,3,19,6140.42,4,4,4,444,Champions,Champions
14062,8,12,10464.85,4,4,4,444,Champions,Champions
14064,28,5,1334.34,3,4,3,343,Champions,General Customers
14066,265,1,152.55,1,1,1,111,Lost Customers,General Customers
14067,62,2,374.7,2,2,2,222,Lost Customers,General Customers
14068,319,1,265.85,1,1,1,111,Lost Customers,General Customers
14071,2,8,1437.57,4,4,3,443,Champions,General Customers
14073,31,1,151.04,3,1,1,311,Lost Customers,General Customers
14075,3,3,942.26,4,3,3,433,Champions,General Customers
14076,128,1,118.67,2,1,1,211,Lost Customers,General Customers
14077,39,5,499.41999999999996,3,4,2,342,Potential Loyalists,General Customers
14078,100,6,1049.37,2,4,3,243,Loyal Customers,General Customers
14079,123,1,375.1,2,1,2,212,Lost Customers,General Customers
14080,31,1,45.599999999999994,3,1,1,311,Lost Customers,General Customers
14081,301,2,921.62,1,2,3,123,At Risk,General Customers
14082,363,1,182.25,1,1,1,111,Lost Customers,General Customers
14083,3,9,1002.9,4,4,3,443,Champions,General Customers
14085,1,18,4421.29,4,4,4,444,Champions,Champions
14087,1,1,191.47,4,1,1,411,Lost Customers,General Customers
14088,9,13,50491.81,4,4,4,444,Champions,Champions
14089,55,1,158.75,2,1,1,211,Lost Customers,General Customers
14090,323,1,76.32000000000001,1,1,1,111,Lost Customers,General Customers
14092,6,14,4076.91,4,4,4,444,Champions,Champions
14093,11,1,433.86,4,1,2,412,Lost Customers,General Customers
14096,3,17,65164.79,4,4,4,444,Champions,Champions
14098,35,1,147.35,3,1,1,311,Lost Customers,General Customers
14099,15,11,3104.17,4,4,4,444,Champions,General Customers
14100,136,1,191.95000000000002,2,1,1,211,Lost Customers,General Customers
14101,72,6,5976.79,2,4,4,244,Loyal Customers,General Customers
14102,4,5,1105.8799999999999,4,4,3,443,Champions,General Customers
14104,153,2,216.20999999999998,1,2,1,121,At Risk,General Customers
14105,238,1,1266.23,1,1,3,113,Lost Customers,General Customers
14107,50,7,2703.23,2,4,4,244,Loyal Customers,General Customers
14108,29,2,597.91,3,2,2,322,Potential Loyalists,General Customers
14109,71,1,144.2,2,1,1,211,Lost Customers,General Customers
14110,2,12,5683.15,4,4,4,444,Champions,Champions
14111,13,4,692.85,4,3,3,433,Champions,General Customers
14112,21,7,2915.15,3,4,4,344,Champions,General Customers
14113,2,4,1840.42,4,3,4,434,Champions,General Customers
14114,272,2,386.53,1,2,2,122,At Risk,General Customers
14116,18,5,1382.74,3,4,3,343,Champions,General Customers
14117,142,1,90.0,1,1,1,111,Lost Customers,General Customers
14121,2,4,2780.15,4,3,4,434,Champions,General Customers
14124,83,1,419.58000000000004,2,1,2,212,Lost Customers,General Customers
14125,9,3,2720.63,4,3,4,434,Champions,General Customers
14126,6,3,706.1300000000001,4,3,3,433,Champions,General Customers
14127,121,3,709.71,2,3,3,233,Loyal Customers,General Customers
14128,59,2,637.5,2,2,2,222,Lost Customers,General Customers
14129,0,5,1123.8600000000001,4,4,3,443,Champions,General Customers
14130,318,1,480.91,1,1,2,112,Lost Customers,General Customers
14132,1,11,3586.0299999999997,4,4,4,444,Champions,General Customers
14133,128,3,605.64,2,3,2,232,Lost Customers,General Customers
14135,0,15,4690.31,4,4,4,444,Champions,Champions
14138,0,2,965.8800000000001,4,2,3,423,Potential Loyalists,General Customers
14139,45,1,415.82,3,1,2,312,Lost Customers,General Customers
14140,2,2,935.05,4,2,3,423,Potential Loyalists,General Customers
14141,1,4,915.13,4,3,3,433,Champions,General Customers
14142,372,1,311.81,1,1,2,112,Lost Customers,General Customers
14143,132,1,115.8,2,1,1,211,Lost Customers,General Customers
14145,45,4,3742.2,3,3,4,334,Champions,General Customers
14146,7,5,4191.0,4,4,4,444,Champions,General Customers
14147,77,2,483.4,2,2,2,222,Lost Customers,General Customers
14148,232,1,157.2,1,1,1,111,Lost Customers,General Customers
14149,219,1,446.62,1,1,2,112,Lost Customers,General Customers
14150,34,2,658.64,3,2,2,322,Potential Loyalists,General Customers
14152,74,2,621.29,2,2,2,222,Lost Customers,General Customers
14154,238,2,1345.62,1,2,3,123,At Risk,General Customers
14155,265,1,118.75,1,1,1,111,Lost Customers,General Customers
14156,8,55,117210.08,4,4,4,444,Champions,Champions
14157,18,2,424.89000000000004,3,2,2,322,Potential Loyalists,General Customers
14158,39,1,507.66,3,1,2,312,Lost Customers,General Customers
14159,18,11,4630.35,3,4,4,344,Champions,Champions
14161,214,3,1097.6200000000001,1,3,3,133,At Risk,General Customers
14162,172,2,289.36,1,2,1,121,At Risk,General Customers
14163,86,4,2445.91,2,3,4,234,Loyal Customers,General Customers
14164,69,2,1631.77,2,2,3,223,Lost Customers,General Customers
14165,274,1,120.44,1,1,1,111,Lost Customers,General Customers
14167,38,4,562.59,3,3,2,332,Potential Loyalists,General Customers
