CustomerID,Recency,Frequency,Monetary,RFM_score,Segment,Cluster_Name
13568.0,172,1,187.05,111,Lost Customers,General Customers
13569.0,16,2,338.62,422,Potential Loyalists,General Customers
13570.0,242,1,239.49,111,Lost Customers,General Customers
13571.0,11,12,2088.94,444,Champions,General Customers
13572.0,204,1,1384.25,113,Lost Customers,General Customers
13573.0,49,2,290.25,321,Potential Loyalists,General Customers
13575.0,22,5,732.0699999999999,343,Champions,General Customers
13576.0,9,18,6717.34,444,Champions,Champions
13577.0,24,4,1687.6000000000001,334,Champions,General Customers
13579.0,13,2,467.04,422,Potential Loyalists,General Customers
13581.0,308,1,118.0,111,Lost Customers,General Customers
13583.0,154,1,781.03,113,Lost Customers,General Customers
13584.0,305,1,142.4,111,Lost Customers,General Customers
13587.0,62,1,712.4,213,Lost Customers,General Customers
13588.0,14,9,2478.95,444,Champions,General Customers
13589.0,13,2,379.65,422,Potential Loyalists,General Customers
13590.0,10,6,1981.92,444,Champions,General Customers
13591.0,63,3,1117.13,233,Loyal Customers,General Customers
13592.0,34,4,247.95999999999998,331,Potential Loyalists,General Customers
13593.0,107,5,2011.88,244,Loyal Customers,General Customers
13594.0,51,1,396.97,212,Lost Customers,General Customers
13596.0,4,2,664.11,422,Potential Loyalists,General Customers
13598.0,46,1,160.04,311,Lost Customers,General Customers
13599.0,0,21,5149.92,444,Champions,Champions
13600.0,311,1,219.52,111,Lost Customers,General Customers
13601.0,44,2,693.32,323,Potential Loyalists,General Customers
13602.0,63,1,428.89,212,Lost Customers,General Customers
13603.0,25,1,164.34,311,Lost Customers,General Customers
13606.0,28,3,276.75,331,Potential Loyalists,General Customers
13607.0,39,1,675.51,313,Lost Customers,General Customers
13610.0,11,7,1082.33,443,Champions,General Customers
13611.0,88,3,1154.4,233,Loyal Customers,General Customers
13614.0,23,4,1585.46,333,Champions,General Customers
13615.0,317,1,417.69,112,Lost Customers,General Customers
13617.0,39,3,544.18,332,Potential Loyalists,General Customers
13618.0,172,1,177.34,111,Lost Customers,General Customers
13621.0,115,1,213.85,211,Lost Customers,General Customers
13623.0,29,5,727.74,343,Champions,General Customers
13626.0,251,1,257.23,111,Lost Customers,General Customers
13627.0,58,5,1638.47,243,Loyal Customers,General Customers
13629.0,22,11,7792.36,344,Champions,Champions
13630.0,4,7,2031.78,444,Champions,General Customers
13631.0,98,11,3070.42,244,Loyal Customers,General Customers
13632.0,23,5,2118.93,344,Champions,General Customers
13634.0,32,5,1547.3600000000001,343,Champions,General Customers
13635.0,66,1,1071.03,213,Lost Customers,General Customers
13636.0,35,5,949.12,343,Champions,General Customers
13637.0,51,3,804.3,233,Loyal Customers,General Customers
13638.0,14,1,122.64,411,Lost Customers,General Customers
13639.0,73,1,1033.34,213,Lost Customers,General Customers
13642.0,214,1,312.28,112,Lost Customers,General Customers
13643.0,30,3,519.44,332,Potential Loyalists,General Customers
13644.0,15,4,2624.26,434,Champions,General Customers
13645.0,119,1,252.1,211,Lost Customers,General Customers
13647.0,8,4,1648.1200000000001,433,Champions,General Customers
13649.0,255,2,346.6,122,At Risk,General Customers
13650.0,15,6,1836.34,444,Champions,General Customers
13651.0,34,2,94.2,321,Potential Loyalists,General Customers
13652.0,44,3,1095.08,333,Champions,General Customers
13654.0,42,6,2707.33,344,Champions,General Customers
13655.0,113,2,932.97,223,Lost Customers,General Customers
13656.0,163,2,379.65,122,At Risk,General Customers
13657.0,9,2,382.14,422,Potential Loyalists,General Customers
13658.0,8,5,2639.17,444,Champions,General Customers
13659.0,204,2,1563.0,123,At Risk,General Customers
13662.0,84,3,881.26,233,Loyal Customers,General Customers
13663.0,178,1,189.47,111,Lost Customers,General Customers
13666.0,59,3,84.65,231,Lost Customers,General Customers
13667.0,148,1,299.05,111,Lost Customers,General Customers
13668.0,1,21,6309.83,444,Champions,Champions
13669.0,49,2,218.55,321,Potential Loyalists,General Customers
13670.0,74,1,349.7,212,Lost Customers,General Customers
13672.0,300,2,186.39000000000001,121,At Risk,General Customers
13673.0,17,2,387.44,322,Potential Loyalists,General Customers
13675.0,150,2,486.82000000000005,122,At Risk,General Customers
13678.0,150,1,232.6,111,Lost Customers,General Customers
13680.0,0,4,3719.12,434,Champions,General Customers
13681.0,16,4,827.83,433,Champions,General Customers
13682.0,186,1,59.5,111,Lost Customers,General Customers
13684.0,284,1,65.13,111,Lost Customers,General Customers
13685.0,1,7,3119.44,444,Champions,General Customers
13686.0,181,1,72.0,111,Lost Customers,General Customers
13689.0,62,1,910.0,213,Lost Customers,General Customers
13690.0,58,1,172.25,211,Lost Customers,General Customers
13692.0,23,3,1488.32,333,Champions,General Customers
13694.0,2,50,65039.62,444,Champions,Champions
13695.0,30,15,2504.13,344,Champions,Champions
13697.0,37,1,151.29999999999998,311,Lost Customers,General Customers
13699.0,154,1,308.58000000000004,112,Lost Customers,General Customers
13700.0,25,10,2248.63,344,Champions,General Customers
13703.0,317,1,99.5,111,Lost Customers,General Customers
13704.0,4,9,2308.06,444,Champions,General Customers
13705.0,6,3,711.86,433,Champions,General Customers
13706.0,301,1,330.79,112,Lost Customers,General Customers
13707.0,266,2,806.41,123,At Risk,General Customers
13708.0,270,1,285.33,111,Lost Customers,General Customers
13709.0,2,13,6307.650000000001,444,Champions,Champions
13710.0,30,1,180.48,311,Lost Customers,General Customers
13711.0,217,2,252.06,121,At Risk,General Customers
13712.0,245,1,228.84,111,Lost Customers,General Customers
13715.0,280,5,1077.39,143,At Risk,General Customers
13716.0,268,1,138.28,111,Lost Customers,General Customers
13717.0,31,6,1445.01,343,Champions,General Customers
13718.0,245,2,306.55,122,At Risk,General Customers
13719.0,14,5,1041.68,443,Champions,General Customers
13720.0,115,4,799.9,233,Loyal Customers,General Customers
13721.0,35,1,524.14,312,Lost Customers,General Customers
13722.0,130,3,2375.41,234,Loyal Customers,General Customers
13723.0,216,1,199.85000000000002,111,Lost Customers,General Customers
13725.0,48,8,1980.56,344,Champions,General Customers
13726.0,37,2,1079.6599999999999,323,Potential Loyalists,General Customers
13727.0,27,2,333.48,322,Potential Loyalists,General Customers
13728.0,35,6,1016.14,343,Champions,General Customers
13730.0,134,2,752.6,223,Lost Customers,General Customers
13731.0,218,2,610.59,122,At Risk,General Customers
13732.0,27,1,491.86,312,Lost Customers,General Customers
13735.0,23,4,2883.54,334,Champions,General Customers
13736.0,4,2,729.8,423,Potential Loyalists,General Customers
13737.0,199,1,339.59999999999997,112,Lost Customers,General Customers
13739.0,17,1,216.9,311,Lost Customers,General Customers
13740.0,239,1,350.75,112,Lost Customers,General Customers
13741.0,70,3,668.4300000000001,232,Lost Customers,General Customers
13742.0,15,12,3107.87,444,Champions,General Customers
13743.0,1,7,1341.6,443,Champions,General Customers
13744.0,94,2,1080.52,223,Lost Customers,General Customers
13745.0,161,1,300.04,111,Lost Customers,General Customers
13747.0,372,1,79.6,111,Lost Customers,General Customers
13748.0,94,5,948.25,243,Loyal Customers,General Customers
13750.0,52,5,1647.26,243,Loyal Customers,General Customers
13751.0,287,1,296.25,111,Lost Customers,General Customers
13752.0,123,6,1175.38,243,Loyal Customers,General Customers
13753.0,286,1,741.26,113,Lost Customers,General Customers
13754.0,150,2,282.59999999999997,121,At Risk,General Customers
13755.0,2,9,2108.06,444,Champions,General Customers
13756.0,1,14,5189.52,444,Champions,Champions
13758.0,10,7,3190.55,444,Champions,General Customers
13759.0,32,2,659.4100000000001,322,Potential Loyalists,General Customers
13760.0,53,2,286.79,221,Lost Customers,General Customers
13761.0,49,2,1070.65,323,Potential Loyalists,General Customers
13762.0,217,1,306.72,112,Lost Customers,General Customers
13763.0,62,1,1714.96,214,Lost Customers,General Customers
13764.0,69,3,1519.42,233,Loyal Customers,General Customers
13767.0,1,37,17220.36,444,Champions,Champions
13769.0,1,10,2796.51,444,Champions,General Customers
13771.0,63,4,2634.45,234,Loyal Customers,General Customers
13772.0,32,3,1122.63,333,Champions,General Customers
13774.0,80,1,345.0,212,Lost Customers,General Customers
13777.0,-1,33,25977.16,444,Champions,Champions
13778.0,102,1,178.7,211,Lost Customers,General Customers
13780.0,6,2,360.01,422,Potential Loyalists,General Customers
13781.0,249,1,127.84,111,Lost Customers,General Customers
13782.0,11,6,908.86,443,Champions,General Customers
13784.0,8,11,2462.79,444,Champions,General Customers
13786.0,366,1,230.39999999999998,111,Lost Customers,General Customers
13787.0,74,2,309.04,222,Lost Customers,General Customers
13790.0,3,1,348.8,412,Lost Customers,General Customers
13791.0,126,2,1516.0,223,Lost Customers,General Customers
13792.0,65,2,195.55,221,Lost Customers,General Customers
13798.0,0,57,37153.85,444,Champions,Champions
13799.0,115,2,688.86,223,Lost Customers,General Customers
13800.0,308,1,558.32,112,Lost Customers,General Customers
13801.0,65,1,324.8,212,Lost Customers,General Customers
13802.0,137,3,4599.42,234,Loyal Customers,General Customers
13803.0,254,1,277.07,111,Lost Customers,General Customers
13804.0,29,7,2588.39,344,Champions,General Customers
13805.0,51,2,924.6,223,Lost Customers,General Customers
13806.0,62,1,256.38,211,Lost Customers,General Customers
13807.0,366,1,112.6,111,Lost Customers,General Customers
13808.0,4,5,1747.66,444,Champions,General Customers
13809.0,304,1,155.05,111,Lost Customers,General Customers
13810.0,27,3,1499.01,333,Champions,General Customers
13811.0,182,3,814.5,133,At Risk,General Customers
13812.0,41,3,539.0,332,Potential Loyalists,General Customers
13813.0,38,4,1366.8600000000001,333,Champions,General Customers
13814.0,91,2,1579.12,223,Lost Customers,General Customers
13815.0,21,4,4027.36,334,Champions,General Customers
13816.0,22,2,571.6700000000001,322,Potential Loyalists,General Customers
13817.0,28,2,382.98,322,Potential Loyalists,General Customers
13819.0,300,3,1140.35,133,At Risk,General Customers
13821.0,143,2,385.64,122,At Risk,General Customers
13822.0,4,2,632.0,422,Potential Loyalists,General Customers
13823.0,17,2,957.66,323,Potential Loyalists,General Customers
13824.0,31,5,1698.94,344,Champions,General Customers
13826.0,175,1,189.5,111,Lost Customers,General Customers
13827.0,56,3,409.8,232,Lost Customers,General Customers
13828.0,21,1,209.49,311,Lost Customers,General Customers
13831.0,15,6,2198.45,444,Champions,General Customers
13832.0,18,1,52.199999999999996,311,Lost Customers,General Customers
13833.0,158,1,383.85,112,Lost Customers,General Customers
13835.0,24,4,834.57,333,Champions,General Customers
13837.0,210,2,266.59000000000003,121,At Risk,General Customers
13838.0,4,4,674.82,433,Champions,General Customers
13841.0,251,1,85.0,111,Lost Customers,General Customers
13842.0,57,9,3385.62,244,Loyal Customers,General Customers
13844.0,10,1,361.62,412,Lost Customers,General Customers
13845.0,63,1,312.98,212,Lost Customers,General Customers
13846.0,23,3,865.0600000000001,333,Champions,General Customers
13848.0,91,3,1255.0,233,Loyal Customers,General Customers
13849.0,50,2,1537.95,223,Lost Customers,General Customers
13850.0,128,1,1595.48,213,Lost Customers,General Customers
13851.0,94,3,2651.46,234,Loyal Customers,General Customers
13853.0,56,1,1090.14,213,Lost Customers,General Customers
13854.0,7,25,8109.5199999999995,444,Champions,Champions
13856.0,167,3,388.5,132,At Risk,General Customers
13858.0,56,1,216.17,211,Lost Customers,General Customers
13859.0,325,1,201.16,111,Lost Customers,General Customers
13860.0,0,5,1245.9,443,Champions,General Customers
13862.0,17,8,2209.36,344,Champions,General Customers
13863.0,246,1,305.78,111,Lost Customers,General Customers
13865.0,57,4,501.56,232,Lost Customers,General Customers
13866.0,73,1,145.67000000000002,211,Lost Customers,General Customers
13867.0,30,3,1005.09,333,Champions,General Customers
13868.0,6,2,3192.54,424,Potential Loyalists,General Customers
13869.0,122,4,3083.65,234,Loyal Customers,General Customers
13870.0,1,8,2770.94,444,Champions,General Customers
13871.0,21,13,6403.25,344,Champions,Champions
13873.0,118,3,389.6,232,Lost Customers,General Customers
13874.0,357,1,540.45,112,Lost Customers,General Customers
13875.0,52,5,1786.79,244,Loyal Customers,General Customers
13876.0,62,1,122.7,211,Lost Customers,General Customers
13877.0,85,1,117.24,211,Lost Customers,General Customers
13878.0,53,1,1271.57,213,Lost Customers,General Customers
13880.0,20,13,3219.77,344,Champions,General Customers
13881.0,2,20,17159.52,444,Champions,Champions
13882.0,1,5,1191.13,443,Champions,General Customers
13883.0,9,5,2674.48,444,Champions,General Customers
13884.0,6,5,787.6,443,Champions,General Customers
13885.0,188,2,506.8,122,At Risk,General Customers
13886.0,70,1,243.56,211,Lost Customers,General Customers
13887.0,203,1,349.55,112,Lost Customers,General Customers
13888.0,118,2,595.67,222,Lost Customers,General Customers
13889.0,91,1,416.90000000000003,212,Lost Customers,General Customers
13890.0,0,10,1883.8100000000002,444,Champions,General Customers
13892.0,25,4,632.97,332,Potential Loyalists,General Customers
13893.0,296,1,821.1,113,Lost Customers,General Customers
13894.0,22,3,564.62,332,Potential Loyalists,General Customers
13895.0,27,4,2593.07,334,Champions,General Customers
13897.0,49,1,311.16,312,Lost Customers,General Customers
13898.0,324,1,155.93,111,Lost Customers,General Customers
13899.0,15,2,388.52,422,Potential Loyalists,General Customers
13900.0,182,3,740.95,133,At Risk,General Customers
13901.0,71,5,2867.2,244,Loyal Customers,General Customers
13904.0,36,2,332.64,322,Potential Loyalists,General Customers
13908.0,78,4,2369.55,234,Loyal Customers,General Customers
13911.0,56,9,2580.91,244,Loyal Customers,General Customers
13914.0,10,2,626.45,422,Potential Loyalists,General Customers
13917.0,48,2,272.04,321,Potential Loyalists,General Customers
13918.0,48,2,1212.8400000000001,323,Potential Loyalists,General Customers
13919.0,58,2,384.81,222,Lost Customers,General Customers
13922.0,350,1,172.25,111,Lost Customers,General Customers
13923.0,52,1,351.13,212,Lost Customers,General Customers
13924.0,0,6,1838.8500000000001,444,Champions,General Customers
13925.0,91,4,678.25,233,Loyal Customers,General Customers
13926.0,22,1,223.85000000000002,311,Lost Customers,General Customers
13927.0,73,1,348.99,212,Lost Customers,General Customers
13928.0,9,4,464.57,432,Potential Loyalists,General Customers
13929.0,168,2,842.65,123,At Risk,General Customers
13930.0,56,2,337.34,222,Lost Customers,General Customers
13931.0,94,2,1237.53,223,Lost Customers,General Customers
13932.0,293,1,307.4,112,Lost Customers,General Customers
13933.0,108,2,608.7900000000001,222,Lost Customers,General Customers
13934.0,262,1,922.1,113,Lost Customers,General Customers
13936.0,178,1,376.58,112,Lost Customers,General Customers
13937.0,168,1,158.85,111,Lost Customers,General Customers
13938.0,34,1,71.66,311,Lost Customers,General Customers
13939.0,22,3,568.55,332,Potential Loyalists,General Customers
13940.0,16,4,839.14,433,Champions,General Customers
13941.0,20,5,5112.96,344,Champions,General Customers
13946.0,78,3,561.5699999999999,232,Lost Customers,General Customers
13947.0,64,1,90.6,211,Lost Customers,General Customers
13948.0,359,1,102.0,111,Lost Customers,General Customers
13949.0,1,6,2427.32,444,Champions,General Customers
13950.0,10,4,745.06,433,Champions,General Customers
13951.0,175,3,674.45,133,At Risk,General Customers
13952.0,216,2,3251.071,124,At Risk,General Customers
13953.0,6,7,3515.68,444,Champions,General Customers
13954.0,0,2,439.92,422,Potential Loyalists,General Customers
13955.0,153,2,322.96,122,At Risk,General Customers
13956.0,4,5,1019.27,443,Champions,General Customers
13959.0,78,3,594.04,232,Lost Customers,General Customers
13960.0,20,2,230.22,321,Potential Loyalists,General Customers
13962.0,20,2,169.55,321,Potential Loyalists,General Customers
13963.0,307,4,664.54,132,At Risk,General Customers
13967.0,144,1,80.7,111,Lost Customers,General Customers
13969.0,6,18,9024.17,444,Champions,Champions
13971.0,17,8,2758.26,344,Champions,General Customers
13972.0,69,2,190.25,221,Lost Customers,General Customers
13973.0,286,1,264.7,111,Lost Customers,General Customers
13974.0,48,1,413.59000000000003,312,Lost Customers,General Customers
13975.0,30,6,2461.2400000000002,344,Champions,General Customers
13976.0,205,1,357.98,112,Lost Customers,General Customers
13978.0,13,2,196.79000000000002,421,Potential Loyalists,General Customers
13979.0,72,1,869.87,213,Lost Customers,General Customers
13980.0,59,1,200.14,211,Lost Customers,General Customers
13982.0,38,4,1871.81,334,Champions,General Customers
13983.0,28,12,2603.43,344,Champions,General Customers
13984.0,25,5,920.51,343,Champions,General Customers
13985.0,3,15,7060.13,444,Champions,Champions
13986.0,16,1,320.46,412,Lost Customers,General Customers
13988.0,18,6,4147.96,344,Champions,General Customers
13989.0,64,2,1266.08,223,Lost Customers,General Customers
13990.0,212,1,311.3,112,Lost Customers,General Customers
13991.0,11,6,852.88,443,Champions,General Customers
13992.0,29,1,76.8,311,Lost Customers,General Customers
13993.0,41,9,3466.36,344,Champions,General Customers
13994.0,2,6,2274.14,444,Champions,General Customers
13995.0,14,5,1393.69,443,Champions,General Customers
13999.0,9,12,3901.81,444,Champions,Champions
14000.0,210,1,635.66,112,Lost Customers,General Customers
14001.0,44,3,2043.0800000000002,334,Champions,General Customers
14002.0,133,2,529.73,222,Lost Customers,General Customers
14004.0,42,7,4582.64,344,Champions,General Customers
14005.0,8,5,2874.72,444,Champions,General Customers
14006.0,114,3,962.19,233,Loyal Customers,General Customers
14009.0,197,2,695.61,123,At Risk,General Customers
14012.0,276,1,328.8,112,Lost Customers,General Customers
14013.0,109,3,473.02,232,Lost Customers,General Customers
14014.0,76,1,505.18,212,Lost Customers,General Customers
14015.0,51,1,917.34,213,Lost Customers,General Customers
14016.0,160,4,4341.21,134,At Risk,General Customers
14019.0,45,3,1421.61,333,Champions,General Customers
14020.0,15,2,642.8,422,Potential Loyalists,General Customers
14021.0,154,3,631.9,132,At Risk,General Customers
14022.0,224,1,440.0,112,Lost Customers,General Customers
14023.0,6,2,584.07,422,Potential Loyalists,General Customers
14024.0,120,2,327.7,222,Lost Customers,General Customers
14027.0,59,1,104.82,211,Lost Customers,General Customers
14029.0,62,2,467.66,222,Lost Customers,General Customers
14030.0,17,8,2358.84,344,Champions,General Customers
14031.0,6,19,17286.86,444,Champions,Champions
14032.0,1,11,2975.59,444,Champions,General Customers
14034.0,21,3,648.89,332,Potential Loyalists,General Customers
14035.0,27,5,1428.02,343,Champions,General Customers
14036.0,283,1,626.65,112,Lost Customers,General Customers
14037.0,175,2,147.20000000000002,121,At Risk,General Customers
14038.0,77,3,1560.38,233,Loyal Customers,General Customers
14039.0,32,1,152.2,311,Lost Customers,General Customers
14040.0,39,12,3560.32,344,Champions,General Customers
14041.0,265,1,141.41,111,Lost Customers,General Customers
14044.0,25,4,646.42,332,Potential Loyalists,General Customers
14045.0,108,4,1659.75,233,Loyal Customers,General Customers
14046.0,283,1,154.99,111,Lost Customers,General Customers
14047.0,7,5,1308.6100000000001,443,Champions,General Customers
14048.0,304,1,409.93,112,Lost Customers,General Customers
14049.0,15,4,5578.72,434,Champions,General Customers
14050.0,30,2,746.36,323,Potential Loyalists,General Customers
14051.0,-1,23,15610.390000000001,444,Champions,Champions
14052.0,18,1,225.36,311,Lost Customers,General Customers
14053.0,123,2,260.25,221,Lost Customers,General Customers
14054.0,64,1,92.46,211,Lost Customers,General Customers
14055.0,105,1,725.6400000000001,213,Lost Customers,General Customers
14056.0,0,23,8152.71,444,Champions,Champions
14057.0,22,17,6211.66,344,Champions,Champions
14059.0,265,1,183.6,111,Lost Customers,General Customers
14060.0,3,19,6140.42,444,Champions,Champions
14062.0,8,12,10464.85,444,Champions,Champions
14064.0,28,5,1334.34,343,Champions,General Customers
14066.0,265,1,152.55,111,Lost Customers,General Customers
14067.0,62,2,374.7,222,Lost Customers,General Customers
14068.0,319,1,265.85,111,Lost Customers,General Customers
14071.0,2,8,1437.57,443,Champions,General Customers
14073.0,31,1,151.04,311,Lost Customers,General Customers
14075.0,3,3,942.26,433,Champions,General Customers
14076.0,128,1,118.67,211,Lost Customers,General Customers
14077.0,39,5,499.41999999999996,342,Potential Loyalists,General Customers
14078.0,100,6,1049.37,243,Loyal Customers,General Customers
14079.0,123,1,375.1,212,Lost Customers,General Customers
14080.0,31,1,45.599999999999994,311,Lost Customers,General Customers
14081.0,301,2,921.62,123,At Risk,General Customers
14082.0,363,1,182.25,111,Lost Customers,General Customers
14083.0,3,9,1002.9,443,Champions,General Customers
14085.0,1,18,4421.29,444,Champions,Champions
14087.0,1,1,191.47,411,Lost Customers,General Customers
14088.0,9,13,50491.81,444,Champions,Champions
14089.0,55,1,158.75,211,Lost Customers,General Customers
14090.0,323,1,76.32000000000001,111,Lost Customers,General Customers
14092.0,6,14,4076.91,444,Champions,Champions
14093.0,11,1,433.86,412,Lost Customers,General Customers
14096.0,3,17,65164.79,444,Champions,Champions
14098.0,35,1,147.35,311,Lost Customers,General Customers
14099.0,15,11,3104.17,444,Champions,General Customers
14100.0,136,1,191.95000000000002,211,Lost Customers,General Customers
14101.0,72,6,5976.79,244,Loyal Customers,General Customers
14102.0,4,5,1105.8799999999999,443,Champions,General Customers
14104.0,153,2,216.20999999999998,121,At Risk,General Customers
14105.0,238,1,1266.23,113,Lost Customers,General Customers
14107.0,50,7,2703.23,244,Loyal Customers,General Customers
14108.0,29,2,597.91,322,Potential Loyalists,General Customers
14109.0,71,1,144.2,211,Lost Customers,General Customers
14110.0,2,12,5683.15,444,Champions,Champions
14111.0,13,4,692.85,433,Champions,General Customers
14112.0,21,7,2915.15,344,Champions,General Customers
14113.0,2,4,1840.42,434,Champions,General Customers
14114.0,272,2,386.53,122,At Risk,General Customers
14116.0,18,5,1382.74,343,Champions,General Customers
14117.0,142,1,90.0,111,Lost Customers,General Customers
14121.0,2,4,2780.15,434,Champions,General Customers
14124.0,83,1,419.58000000000004,212,Lost Customers,General Customers
14125.0,9,3,2720.63,434,Champions,General Customers
14126.0,6,3,706.1300000000001,433,Champions,General Customers
14127.0,121,3,709.71,233,Loyal Customers,General Customers
14128.0,59,2,637.5,222,Lost Customers,General Customers
14129.0,0,5,1123.8600000000001,443,Champions,General Customers
14130.0,318,1,480.91,112,Lost Customers,General Customers
14132.0,1,11,3586.0299999999997,444,Champions,General Customers
14133.0,128,3,605.64,232,Lost Customers,General Customers
14135.0,0,15,4690.31,444,Champions,Champions
14138.0,0,2,965.8800000000001,423,Potential Loyalists,General Customers
14139.0,45,1,415.82,312,Lost Customers,General Customers
14140.0,2,2,935.05,423,Potential Loyalists,General Customers
14141.0,1,4,915.13,433,Champions,General Customers
14142.0,372,1,311.81,112,Lost Customers,General Customers
14143.0,132,1,115.8,211,Lost Customers,General Customers
14145.0,45,4,3742.2,334,Champions,General Customers
14146.0,7,5,4191.0,444,Champions,General Customers
14147.0,77,2,483.4,222,Lost Customers,General Customers
14148.0,232,1,157.2,111,Lost Customers,General Customers
14149.0,219,1,446.62,112,Lost Customers,General Customers
14150.0,34,2,658.64,322,Potential Loyalists,General Customers
14152.0,74,2,621.29,222,Lost Customers,General Customers
14154.0,238,2,1345.62,123,At Risk,General Customers
14155.0,265,1,118.75,111,Lost Customers,General Customers
14156.0,8,55,117210.08,444,Champions,Champions
14157.0,18,2,424.89000000000004,322,Potential Loyalists,General Customers
14158.0,39,1,507.66,312,Lost Customers,General Customers
14159.0,18,11,4630.35,344,Champions,Champions
14161.0,214,3,1097.6200000000001,133,At Risk,General Customers
14162.0,172,2,289.36,121,At Risk,General Customers
14163.0,86,4,2445.91,234,Loyal Customers,General Customers
14164.0,69,2,1631.77,223,Lost Customers,General Customers
14165.0,274,1,120.44,111,Lost Customers,General Customers
14167.0,38,4,562.59,332,Potential Loyalists,General Customers
14171.0,97,1,363.79,212,Lost Customers,General Customers
14173.0,9,4,450.84,432,Potential Loyalists,General Customers
14174.0,32,1,134.46,311,Lost Customers,General Customers
14175.0,58,3,3222.3,234,Loyal Customers,General Customers
14176.0,296,4,576.9000000000001,132,At Risk,General Customers
14177.0,85,4,549.46,232,Lost Customers,General Customers
14178.0,7,7,1600.26,443,Champions,General Customers
14179.0,39,2,701.57,323,Potential Loyalists,General Customers
14180.0,9,25,4748.52,444,Champions,Champions
14184.0,65,1,452.89,212,Lost Customers,General Customers
14185.0,330,1,197.65,111,Lost Customers,General Customers
14188.0,29,6,2054.36,344,Champions,General Customers
14189.0,1,15,4654.08,444,Champions,Champions
14191.0,0,13,4684.76,444,Champions,Champions
14193.0,66,2,853.39,223,Lost Customers,General Customers
14194.0,3,21,11349.52,444,Champions,Champions
14195.0,200,2,1012.0,123,At Risk,General Customers
14196.0,105,1,335.52,212,Lost Customers,General Customers
14198.0,17,4,701.4,333,Champions,General Customers
14199.0,217,1,185.39999999999998,111,Lost Customers,General Customers
14201.0,59,7,747.44,243,Loyal Customers,General Customers
14204.0,1,1,150.61,411,Lost Customers,General Customers
14205.0,15,2,466.7,422,Potential Loyalists,General Customers
14206.0,238,1,328.15999999999997,112,Lost Customers,General Customers
14208.0,93,1,151.74,211,Lost Customers,General Customers
14209.0,9,6,2073.43,444,Champions,General Customers
14210.0,104,6,1905.8400000000001,244,Loyal Customers,General Customers
14211.0,52,9,2241.1,244,Loyal Customers,General Customers
14212.0,88,1,1070.48,213,Lost Customers,General Customers
14214.0,29,5,1004.38,343,Champions,General Customers
14215.0,10,6,1789.72,444,Champions,General Customers
14216.0,2,4,1839.3,434,Champions,General Customers
14217.0,0,17,2004.98,444,Champions,Champions
14218.0,41,1,169.48000000000002,311,Lost Customers,General Customers
14219.0,3,1,89.94,411,Lost Customers,General Customers
14220.0,246,2,632.4,122,At Risk,General Customers
14221.0,41,9,3432.8,344,Champions,General Customers
14222.0,176,1,683.17,113,Lost Customers,General Customers
14223.0,91,3,991.13,233,Loyal Customers,General Customers
14224.0,109,4,1009.73,233,Loyal Customers,General Customers
14226.0,27,5,2214.79,344,Champions,General Customers
14227.0,25,10,3350.96,344,Champions,General Customers
14229.0,50,3,1547.2,233,Loyal Customers,General Customers
14231.0,182,3,925.71,133,At Risk,General Customers
14232.0,41,5,2048.07,344,Champions,General Customers
14233.0,48,4,1462.72,333,Champions,General Customers
14234.0,21,4,754.12,333,Champions,General Customers
14235.0,74,5,3144.86,244,Loyal Customers,General Customers
14236.0,79,2,490.86,222,Lost Customers,General Customers
14237.0,372,1,161.0,111,Lost Customers,General Customers
14238.0,325,1,146.85,111,Lost Customers,General Customers
14239.0,42,11,2380.85,344,Champions,General Customers
14240.0,29,2,890.34,323,Potential Loyalists,General Customers
14241.0,182,1,213.70000000000002,111,Lost Customers,General Customers
14242.0,233,2,280.55,121,At Risk,General Customers
14243.0,7,10,2588.77,444,Champions,General Customers
14245.0,218,2,1693.45,124,At Risk,General Customers
14246.0,109,3,1474.06,233,Loyal Customers,General Customers
14247.0,277,1,136.76999999999998,111,Lost Customers,General Customers
14248.0,317,1,302.58,111,Lost Customers,General Customers
14250.0,6,3,1904.05,434,Champions,General Customers
14251.0,0,5,2879.7000000000003,444,Champions,General Customers
14256.0,259,2,969.0600000000001,123,At Risk,General Customers
14257.0,63,5,3099.7200000000003,244,Loyal Customers,General Customers
14258.0,8,9,12669.98,444,Champions,Champions
14259.0,140,1,120.0,211,Lost Customers,General Customers
14261.0,49,2,1163.45,323,Potential Loyalists,General Customers
14262.0,7,8,2618.23,444,Champions,General Customers
14264.0,153,2,333.97,122,At Risk,General Customers
14265.0,108,2,530.18,222,Lost Customers,General Customers
14267.0,161,3,1516.24,133,At Risk,General Customers
14270.0,330,1,492.65000000000003,112,Lost Customers,General Customers
14271.0,224,1,112.32,111,Lost Customers,General Customers
14272.0,72,2,437.96,222,Lost Customers,General Customers
14273.0,50,4,559.97,232,Lost Customers,General Customers
14276.0,97,3,1119.74,233,Loyal Customers,General Customers
14277.0,14,3,4188.0,434,Champions,General Customers
14280.0,195,1,134.04,111,Lost Customers,General Customers
14282.0,2,15,3701.44,444,Champions,Champions
14284.0,29,2,595.25,322,Potential Loyalists,General Customers
14285.0,20,4,1910.01,334,Champions,General Customers
14286.0,22,3,4628.75,334,Champions,General Customers
14287.0,7,3,176.63,431,Potential Loyalists,General Customers
14288.0,212,1,426.6,112,Lost Customers,General Customers
